Filename,Number,Output,Formula,# variables,v1_name,v1_low,v1_high,v2_name,v2_low,v2_high,v3_name,v3_low,v3_high,v4_name,v4_low,v4_high,v5_name,v5_low,v5_high,v6_name,v6_low,v6_high,v7_name,v7_low,v7_high,v8_name,v8_low,v8_high,v9_name,v9_low,v9_high,v10_name,v10_low,v10_high,Prefix_Formula
III.10.19,91.0,E_n,mul id mom mul id sqrt add pow id Bx const C add pow id By const C pow id Bz const C,3.0,mom,1.0,5.0,Bx,1.0,5.0,By,1.0,5.0,Bz,1.0,5.0,,,,,,,,,,,,,,,,,,,mul id mom mul id sqrt add pow id Bx const C add pow id By const C pow id Bz const C
III.12.43,92.0,L,mul id n mul id h mul const C pow pi const C,2.0,n,1.0,5.0,h,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul id n mul id h mul const C pow pi const C
III.13.18,93.0,v,mul const C mul id E_n mul const C mul pi mul id k mul pow id d const C pow id h const C,4.0,E_n,1.0,5.0,d,1.0,5.0,k,1.0,5.0,h,1.0,5.0,,,,,,,,,,,,,,,,,,,mul const C mul id E_n mul const C mul pi mul id k mul pow id d const C pow id h const C
III.14.14,94.0,I,mul id I_0 add mul id exp mul id Volt mul id q mul pow id T const C pow id kb const C mul const C const C,5.0,I_0,1.0,5.0,q,1.0,2.0,Volt,1.0,2.0,kb,1.0,2.0,T,1.0,2.0,,,,,,,,,,,,,,,,mul id I_0 add mul id exp mul id Volt mul id q mul pow id T const C pow id kb const C mul const C const C
III.15.12,95.0,E_n,mul const C mul id U add const C mul const C mul id cos mul id d id k,3.0,U,1.0,5.0,k,1.0,5.0,d,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,mul const C mul id U add const C mul const C mul id cos mul id d id k
III.15.14,96.0,m,mul pow mul id h pow mul const C pi const C const C pow mul const C mul id E_n pow id d const C const C,3.0,h,1.0,5.0,E_n,1.0,5.0,d,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,mul pow mul id h pow mul const C pi const C const C pow mul const C mul id E_n pow id d const C const C
III.15.27,97.0,k,mul const C mul pi mul id alpha mul pow id d const C pow id n const C,3.0,alpha,1.0,5.0,n,1.0,5.0,d,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,mul const C mul pi mul id alpha mul pow id d const C pow id n const C
III.17.37,98.0,f,mul id beta add const C mul id alpha mul id cos id theta,3.0,beta,1.0,5.0,alpha,1.0,5.0,theta,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,mul id beta add const C mul id alpha mul id cos id theta
III.19.51,99.0,E_n,mul mul const C id m mul pow id n const C mul const C mul pow id epsilon const C mul pow id h const C pow id q const C,4.0,m,1.0,5.0,q,1.0,5.0,h,1.0,5.0,n,1.0,5.0,epsilon,1.0,5.0,,,,,,,,,,,,,,,,mul mul const C id m mul pow id n const C mul const C mul pow id epsilon const C mul pow id h const C pow id q const C
III.21.20,100.0,j,mul mul const C id rho_c_0 mul id A_vec mul id q pow id m const C,4.0,rho_c_0,1.0,5.0,q,1.0,5.0,A_vec,1.0,5.0,m,1.0,5.0,,,,,,,,,,,,,,,,,,,mul mul const C id rho_c_0 mul id A_vec mul id q pow id m const C
MUT_I.11.19_15,M15,A,add mul id x1 id y1 add mul id x2 id y1 mul id x3 id y3,6.0,x1,1.0,5.0,x2,1.0,5.0,x3,1.0,5.0,y1,1.0,5.0,y2,1.0,5.0,y3,1.0,5.0,,,,,,,,,,,,,add mul id x1 id y1 add mul id x2 id y1 mul id x3 id y3
MUT_I.11.19_16,M16,A,add id _kappa_ add mul id x1 id y1 add mul id x2 id y2 mul id x3 id y3,7.0,x1,1.0,5.0,x2,1.0,5.0,x3,1.0,5.0,y1,1.0,5.0,y2,1.0,5.0,y3,1.0,5.0,_kappa_,0.1,5.0,,,,,,,,,,add id _kappa_ add mul id x1 id y1 add mul id x2 id y2 mul id x3 id y3
MUT_I.12.1_20,M20,F,add id _kappa_ mul id Nn id mu,3.0,mu,1.0,5.0,Nn,1.0,5.0,_kappa_,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,add id _kappa_ mul id Nn id mu
MUT_I.12.5_24,M24,F,add id _kappa_ mul id Ef id q2,3.0,q2,1.0,5.0,Ef,1.0,5.0,_kappa_,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,add id _kappa_ mul id Ef id q2
MUT_I.14.3_40,M40,U,add id _kappa_ mul id g mul id m id z,4.0,m,1.0,5.0,g,1.0,5.0,z,1.0,5.0,_kappa_,0.1,5.0,,,,,,,,,,,,,,,,,,,add id _kappa_ mul id g mul id m id z
MUT_I.43.31_144,M144,D,add id _kappa_ mul id T mul id kb id mob,4.0,mob,1.0,5.0,T,1.0,5.0,kb,1.0,5.0,_kappa_,0.1,5.0,,,,,,,,,,,,,,,,,,,add id _kappa_ mul id T mul id kb id mob
mech_vel_avg,1001,v,mul pow id t const C add id x mul const C id x1,3.0,x,1.0,20.0,x1,0,10,t,0.1,10,,,,,,,,,,,,,,,,,,,,,,mul pow id t const C add id x mul const C id x1
mech_accel,1002,a,mul pow id t const C add id v mul const C id v1,3.0,v,0.0,20.0,v1,0,10,t,0.1,5,,,,,,,,,,,,,,,,,,,,,,mul pow id t const C add id v mul const C id v1
mech_kinematic_v2,1003,v2,pow add pow id v1 const C mul const C mul id a id x const C,3.0,v1,0.0,5.0,a,0.1,10,x,0,20,,,,,,,,,,,,,,,,,,,,,,pow add pow id v1 const C mul const C mul id a id x const C
mech_displacement,1004,s,add mul id t id v1 mul const C mul id a pow id t const C,3.0,v1,0.0,10.0,a,0.1,5,t,0,10,,,,,,,,,,,,,,,,,,,,,,add mul id t id v1 mul const C mul id a pow id t const C
mech_momentum,1005,p,mul id m id v,2.0,m,0.1,10.0,v,0,20,,,,,,,,,,,,,,,,,,,,,,,,,mul id m id v
mech_impulse,1006,J,mul id F id t,2.0,F,0.1,50.0,t,0,5,,,,,,,,,,,,,,,,,,,,,,,,,mul id F id t
mech_ke_rot,1007,E,mul const C mul id J pow id omega const C,2.0,J,0.1,10.0,omega,0.1,20,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul id J pow id omega const C
mech_pe_spring2,1008,P,add mul const C mul id k pow id x const C mul const C mul id m pow id v const C,4.0,k,0.1,10.0,x,0,5,m,0.1,10,v,0,10,,,,,,,,,,,,,,,,,,,add mul const C mul id k pow id x const C mul const C mul id m pow id v const C
mech_centripetal,1009,a,mul pow id r const C pow id v const C,2.0,v,0.1,20.0,r,0.1,10,,,,,,,,,,,,,,,,,,,,,,,,,mul pow id r const C pow id v const C
mech_grav_accel,1010,g,mul id G mul id m pow id r const C,3.0,G,6e-11,7e-11,m,1e+24,1e+26,r,1000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,mul id G mul id m pow id r const C
mech_escape_vel,1011,v,mul pow const C const C pow mul id G mul id m pow id r const C const C,3.0,G,6e-11,7e-11,m,1e+24,1e+26,r,1000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,mul pow const C const C pow mul id G mul id m pow id r const C const C
mech_period_pendulum,1012,T,mul const C mul pi pow mul id l pow id g const C const C,2.0,l,0.1,5.0,g,9.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul pi pow mul id l pow id g const C const C
mech_period_spring,1013,T,mul const C mul pi pow mul id m pow id k const C const C,2.0,m,0.1,10.0,k,0.1,50,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul pi pow mul id m pow id k const C const C
mech_angular_mom,1014,L,mul id m mul id r mul id v sin id theta,4.0,m,0.1,5.0,r,0.1,5,v,0.1,10,theta,0.1,3.1,,,,,,,,,,,,,,,,,,,mul id m mul id r mul id v sin id theta
mech_torque,1015,tau,mul id F mul id r sin id theta,3.0,r,0.1,5.0,F,0.1,50,theta,0.1,3.1,,,,,,,,,,,,,,,,,,,,,,mul id F mul id r sin id theta
mech_power,1016,P,mul id F mul id v cos id theta,3.0,F,0.1,50.0,v,0.1,20,theta,0,3.1,,,,,,,,,,,,,,,,,,,,,,mul id F mul id v cos id theta
mech_work,1017,w,mul id F mul id d cos id theta,3.0,F,0.1,50.0,d,0,20,theta,0,3.1,,,,,,,,,,,,,,,,,,,,,,mul id F mul id d cos id theta
mech_hooke,1018,F,mul const C mul id k id x,2.0,k,0.1,100.0,x,-5,5,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul id k id x
mech_friction,1019,f,mul id g mul id m id mu,3.0,mu,0.05,1.0,m,0.1,20,g,9.0,9.9,,,,,,,,,,,,,,,,,,,,,,mul id g mul id m id mu
mech_drag,1020,F,mul const C mul id A mul id a mul id rho pow id v const C,4.0,rho,0.1,2.0,v,0.1,50,A,0.01,5,a,0.1,2,,,,,,,,,,,,,,,,,,,mul const C mul id A mul id a mul id rho pow id v const C
mech_reduced_mass,1021,m,mul id m1 mul id m2 pow add id m1 id m2 const C,2.0,m1,0.1,10.0,m2,0.1,10,,,,,,,,,,,,,,,,,,,,,,,,,mul id m1 mul id m2 pow add id m1 id m2 const C
mech_elastic_col_v1,1022,v,add mul id v1 mul pow add id m1 id m2 const C add id m1 mul const C id m2 mul const C mul id m2 mul id v2 pow add id m1 id m2 const C,4.0,m1,0.1,5.0,m2,0.1,5,v1,-5,5,v2,-5,5,,,,,,,,,,,,,,,,,,,add mul id v1 mul pow add id m1 id m2 const C add id m1 mul const C id m2 mul const C mul id m2 mul id v2 pow add id m1 id m2 const C
mech_projectile_x,1023,x,mul id t mul id v1 cos id theta,3.0,v1,1.0,30.0,theta,0.1,1.5,t,0,5,,,,,,,,,,,,,,,,,,,,,,mul id t mul id v1 cos id theta
mech_projectile_y,1024,y,add mul const C mul id g pow id t const C mul id t mul id v1 sin id theta,4.0,v1,1.0,30.0,theta,0.1,1.5,t,0,3,g,9.0,9.9,,,,,,,,,,,,,,,,,,,add mul const C mul id g pow id t const C mul id t mul id v1 sin id theta
mech_orbital_vel,1025,v,pow mul id G mul id m pow id r const C const C,3.0,G,6e-11,7e-11,m,1e+24,1e+26,r,1000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,pow mul id G mul id m pow id r const C const C
mech_grav_pe,1026,P,mul const C mul id G mul id m1 mul id m2 pow id r const C,4.0,G,1.0,5.0,m1,1,10,m2,1,10,r,0.5,10,,,,,,,,,,,,,,,,,,,mul const C mul id G mul id m1 mul id m2 pow id r const C
wave_simple_harmonic,1027,x,mul id x1 cos add id phi mul id omega id t,4.0,x1,0.1,5.0,omega,0.1,10,t,0,10,phi,0,6.28,,,,,,,,,,,,,,,,,,,mul id x1 cos add id phi mul id omega id t
wave_speed_string,1029,v,pow mul id T mul id l pow id m const C const C,3.0,T,0.1,100.0,m,0.01,1,l,0.1,5,,,,,,,,,,,,,,,,,,,,,,pow mul id T mul id l pow id m const C const C
wave_doppler_approach,1030,f,mul id f mul pow add id c mul const C id v const C add id c id v1,4.0,f,100.0,1000.0,c,300,360,v1,0,50,v,0,50,,,,,,,,,,,,,,,,,,,mul id f mul pow add id c mul const C id v const C add id c id v1
wave_standing_freq,1031,f,mul const C mul id c mul id n pow id l const C,3.0,n,1.0,10.0,c,300,350,l,0.1,5,,,,,,,,,,,,,,,,,,,,,,mul const C mul id c mul id n pow id l const C
wave_superposition,1032,x,add mul id x1 sin mul id omega id t mul id x2 sin add id phi mul id omega id t,5.0,x1,0.1,5.0,x2,0.1,5,omega,0.1,10,t,0,10,phi,0,6.28,,,,,,,,,,,,,,,,add mul id x1 sin mul id omega id t mul id x2 sin add id phi mul id omega id t
wave_intensity_dist,1033,I,mul id I1 pow id r const C,2.0,I1,1.0,100.0,r,0.5,20,,,,,,,,,,,,,,,,,,,,,,,,,mul id I1 pow id r const C
wave_beat_freq,1034,f,mul const C mul pow pi const C abs add id omega1 mul const C id omega2,2.0,omega1,10.0,100.0,omega2,10,100,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul pow pi const C abs add id omega1 mul const C id omega2
thermo_ideal_gas,1035,P,mul id T mul id kb mul id n pow id V const C,4.0,n,1.0,10.0,kb,1,2,T,100,500,V,0.1,10,,,,,,,,,,,,,,,,,,,mul id T mul id kb mul id n pow id V const C
thermo_internal_energy,1036,E,mul const C mul id T mul id kb id n,3.0,n,1.0,10.0,kb,1,2,T,100,500,,,,,,,,,,,,,,,,,,,,,,mul const C mul id T mul id kb id n
thermo_heat_capacity_cv,1037,q,mul id cv mul id m add id T2 mul const C id T,4.0,m,0.1,5.0,cv,100,5000,T2,300,1000,T,200,300,,,,,,,,,,,,,,,,,,,mul id cv mul id m add id T2 mul const C id T
thermo_carnot,1038,eta,add const C mul const C mul id T pow id T2 const C,2.0,T,200.0,400.0,T2,400,1000,,,,,,,,,,,,,,,,,,,,,,,,,add const C mul const C mul id T pow id T2 const C
thermo_entropy_change,1039,s,add mul id R_gas mul id m log mul id V2 pow id V const C mul id cv mul id m log mul id T2 pow id T const C,7.0,m,0.1,5.0,cv,100,1000,T2,300,1000,T,200,300,R_gas,8,9,V2,1,10,V,0.5,5,,,,,,,,,,add mul id R_gas mul id m log mul id V2 pow id V const C mul id cv mul id m log mul id T2 pow id T const C
thermo_stefan_boltzmann,1040,P,mul id A mul id sigma pow id T const C,3.0,sigma,5e-08,6e-08,A,0.1,10,T,100,6000,,,,,,,,,,,,,,,,,,,,,,mul id A mul id sigma pow id T const C
thermo_fourier_heat,1041,q,mul id A mul id kappa mul pow id d const C add id T1 mul const C id T,5.0,kappa,1.0,500.0,A,0.01,5,T1,300,1000,T,200,300,d,0.01,1,,,,,,,,,,,,,,,,mul id A mul id kappa mul pow id d const C add id T1 mul const C id T
thermo_maxwell_speed,1042,v,mul pow const C const C pow mul id T mul id kb pow id m const C const C,3.0,kb,1.0,2.0,T,100,1000,m,1e-27,1e-25,,,,,,,,,,,,,,,,,,,,,,mul pow const C const C pow mul id T mul id kb pow id m const C const C
thermo_rms_speed,1043,v,mul pow const C const C pow mul id T mul id kb pow id m const C const C,3.0,kb,1.0,2.0,T,100,1000,m,1e-27,1e-25,,,,,,,,,,,,,,,,,,,,,,mul pow const C const C pow mul id T mul id kb pow id m const C const C
thermo_mean_free,1044,l,mul const C mul pow const C const C mul pow pi const C mul pow id d const C pow id n const C,2.0,d,1e-10,1e-09,n,1e+25,1e+27,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul pow const C const C mul pow pi const C mul pow id d const C pow id n const C
thermo_work_isothermal,1045,w,mul id T mul id kb mul id n log mul id V2 pow id V const C,5.0,n,1.0,10.0,kb,1,2,T,100,1000,V2,1,20,V,0.5,10,,,,,,,,,,,,,,,,mul id T mul id kb mul id n log mul id V2 pow id V const C
thermo_adiabatic_T,1046,T,mul id T1 pow mul id V1 pow id V const C add const C id gamma,4.0,T1,200.0,1000.0,V1,0.5,5,V,1,20,gamma,1.1,1.7,,,,,,,,,,,,,,,,,,,mul id T1 pow mul id V1 pow id V const C add const C id gamma
em_coulomb_force,1047,F,mul const C mul id q1 mul id q2 mul pow pi const C mul pow id epsilon const C pow id r const C,4.0,q1,1e-09,1e-06,q2,1e-09,1e-06,epsilon,8e-12,9e-12,r,0.01,1,,,,,,,,,,,,,,,,,,,mul const C mul id q1 mul id q2 mul pow pi const C mul pow id epsilon const C pow id r const C
em_electric_field,1048,Ef,mul const C mul id q mul pow pi const C mul pow id epsilon const C pow id r const C,3.0,q,1e-09,1e-06,epsilon,8e-12,9e-12,r,0.01,1,,,,,,,,,,,,,,,,,,,,,,mul const C mul id q mul pow pi const C mul pow id epsilon const C pow id r const C
em_potential,1049,V,mul const C mul id q mul pow pi const C mul pow id epsilon const C pow id r const C,3.0,q,1e-09,1e-06,epsilon,8e-12,9e-12,r,0.01,1,,,,,,,,,,,,,,,,,,,,,,mul const C mul id q mul pow pi const C mul pow id epsilon const C pow id r const C
em_capacitor_energy,1050,E,mul const C mul id C pow id Volt const C,2.0,C,1e-06,0.001,Volt,1,100,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul id C pow id Volt const C
em_capacitor_plate,1051,_C,mul id A mul id epsilon pow id d const C,3.0,epsilon,8e-12,9e-12,A,0.01,1,d,0.0001,0.01,,,,,,,,,,,,,,,,,,,,,,mul id A mul id epsilon pow id d const C
em_ohm,1052,I,mul id Volt pow id R const C,2.0,Volt,0.1,100.0,R,0.1,1000,,,,,,,,,,,,,,,,,,,,,,,,,mul id Volt pow id R const C
em_power_resistor,1053,P,mul id R pow id I const C,2.0,I,0.01,10.0,R,0.1,1000,,,,,,,,,,,,,,,,,,,,,,,,,mul id R pow id I const C
em_power_volt,1054,P,mul id I id Volt,2.0,Volt,0.1,100.0,I,0.01,10,,,,,,,,,,,,,,,,,,,,,,,,,mul id I id Volt
em_series_resist,1055,R,add id R1 add id R2 id R3,3.0,R1,1.0,100.0,R2,1,100,R3,1,100,,,,,,,,,,,,,,,,,,,,,,add id R1 add id R2 id R3
em_parallel_resist,1056,R,pow add pow id R1 const C pow id R2 const C const C,2.0,R1,1.0,100.0,R2,1,100,,,,,,,,,,,,,,,,,,,,,,,,,pow add pow id R1 const C pow id R2 const C const C
em_inductance_energy,1057,E,mul const C mul id Lind pow id I const C,2.0,Lind,0.001,1.0,I,0.01,10,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul id Lind pow id I const C
em_lorentz_force,1058,F,mul id q add id Ef mul id B mul id v sin id theta,5.0,q,1e-09,1e-06,Ef,0.1,1000,v,0.1,1000000.0,B,1e-05,1,theta,0.1,3.1,,,,,,,,,,,,,,,,mul id q add id Ef mul id B mul id v sin id theta
em_biot_savart,1059,B,mul const C mul id I mul id d mul id mu_0 mul pow pi const C pow id r const C,4.0,mu_0,1.25e-06,1.26e-06,I,0.1,100,d,0.001,1,r,0.01,1,,,,,,,,,,,,,,,,,,,mul const C mul id I mul id d mul id mu_0 mul pow pi const C pow id r const C
em_faraday,1060,E,mul const C mul id A mul id B mul id n mul id omega sin mul id omega id t,5.0,n,1.0,1000.0,B,1e-05,1,A,0.01,1,omega,0.1,100,t,0,10,,,,,,,,,,,,,,,,mul const C mul id A mul id B mul id n mul id omega sin mul id omega id t
em_lc_resonance,1061,omega,pow mul id C id Lind const C,2.0,Lind,0.001,1.0,C,1e-06,0.001,,,,,,,,,,,,,,,,,,,,,,,,,pow mul id C id Lind const C
em_cyclotron_freq,1062,omega,mul id B mul id q pow id m const C,3.0,q,1e-19,2e-19,B,0.01,10,m,1e-27,2e-27,,,,,,,,,,,,,,,,,,,,,,mul id B mul id q pow id m const C
em_skin_depth,1063,d,mul pow const C const C pow mul id rho_e mul pow id mu_0 const C pow id omega const C const C,3.0,rho_e,1e-08,1e-06,omega,1000.0,1000000000.0,mu_0,1.25e-06,1.26e-06,,,,,,,,,,,,,,,,,,,,,,mul pow const C const C pow mul id rho_e mul pow id mu_0 const C pow id omega const C const C
em_brewster,1065,theta,atan mul id n2 pow id n1 const C,2.0,n2,1.0,3.0,n1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,atan mul id n2 pow id n1 const C
optics_thin_lens,1066,f,pow add pow id d1 const C pow id d2 const C const C,2.0,d1,0.1,5.0,d2,0.1,5,,,,,,,,,,,,,,,,,,,,,,,,,pow add pow id d1 const C pow id d2 const C const C
optics_magnification,1067,m,mul const C mul id d2 pow id d1 const C,2.0,d2,0.1,5.0,d1,0.1,5,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul id d2 pow id d1 const C
optics_rayleigh,1069,theta,mul const C mul id lambda_ pow id D const C,2.0,lambda_,4e-07,7e-07,D,0.001,1,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul id lambda_ pow id D const C
optics_double_slit,1070,y,mul id Ldist mul id lambda_ mul id n pow id slit_sep const C,4.0,n,1.0,10.0,lambda_,4e-07,7e-07,Ldist,0.1,5,slit_sep,1e-05,0.001,,,,,,,,,,,,,,,,,,,mul id Ldist mul id lambda_ mul id n pow id slit_sep const C
optics_intensity_interference,1071,I,mul const C mul id I1 pow cos mul const C id phi const C,2.0,I1,0.1,10.0,phi,0,6.28,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul id I1 pow cos mul const C id phi const C
optics_mirror,1072,f,mul const C id R_c,1.0,R_c,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C id R_c
optics_malus,1073,I,mul id I1 pow cos id theta const C,2.0,I1,0.1,100.0,theta,0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,mul id I1 pow cos id theta const C
qm_de_broglie,1074,lambda_,mul id h mul pow id m const C pow id v const C,3.0,h,6e-34,7e-34,m,1e-31,1e-27,v,10000.0,100000000.0,,,,,,,,,,,,,,,,,,,,,,mul id h mul pow id m const C pow id v const C
qm_photon_energy,1075,E,mul id h id nu,2.0,h,6e-34,7e-34,nu,100000000000000.0,1e+16,,,,,,,,,,,,,,,,,,,,,,,,,mul id h id nu
qm_uncertainty_x,1076,x,mul const C mul id h mul pow pi const C pow id dp const C,2.0,h,1.0,10.0,dp,0.1,5,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul id h mul pow pi const C pow id dp const C
qm_particle_box,1077,E,mul const C mul pow pi const C mul pow id h const C mul pow id l const C mul pow id m const C pow id n const C,4.0,n,1.0,10.0,h,1,10,m,0.1,5,l,0.1,5,,,,,,,,,,,,,,,,,,,mul const C mul pow pi const C mul pow id h const C mul pow id l const C mul pow id m const C pow id n const C
qm_hydrogen_energy,1078,E,mul const C mul id m mul pow id e_charge const C mul pow id h const C pow id n const C,4.0,m,1.0,5.0,e_charge,1,3,h,1,5,n,1,10,,,,,,,,,,,,,,,,,,,mul const C mul id m mul pow id e_charge const C mul pow id h const C pow id n const C
qm_schrodinger_ke,1079,E,mul const C mul pow id h const C mul pow id k const C pow id m const C,3.0,h,1.0,5.0,m,0.1,5,k,0.1,10,,,,,,,,,,,,,,,,,,,,,,mul const C mul pow id h const C mul pow id k const C pow id m const C
qm_bohr_radius_n,1080,r,mul id a0 pow id n const C,2.0,n,1.0,10.0,a0,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,mul id a0 pow id n const C
qm_rydberg,1081,nu,mul id R_inf mul id c add pow id n1 const C mul const C pow id n const C,4.0,R_inf,10000000.0,11000000.0,c,300000000.0,301000000.0,n1,1,3,n,2,10,,,,,,,,,,,,,,,,,,,mul id R_inf mul id c add pow id n1 const C mul const C pow id n const C
rel_time_dilation,1082,t,mul id t0 pow add const C mul const C mul pow id c const C pow id v const C const C,3.0,t0,1.0,100.0,v,0.1,290000000.0,c,300000000.0,301000000.0,,,,,,,,,,,,,,,,,,,,,,mul id t0 pow add const C mul const C mul pow id c const C pow id v const C const C
rel_length_contract,1083,l,mul id l0 pow add const C mul const C mul pow id c const C pow id v const C const C,3.0,l0,1.0,100.0,v,0.1,290000000.0,c,300000000.0,301000000.0,,,,,,,,,,,,,,,,,,,,,,mul id l0 pow add const C mul const C mul pow id c const C pow id v const C const C
rel_energy_momentum,1084,E,pow add mul pow id c const C pow id p_mom const C mul pow id c const C pow id m const C const C,3.0,p_mom,0.1,100.0,c,1,3,m,0.1,10,,,,,,,,,,,,,,,,,,,,,,pow add mul pow id c const C pow id p_mom const C mul pow id c const C pow id m const C const C
rel_4momentum,1085,p,mul id m mul id v pow add const C mul const C mul pow id c const C pow id v const C const C,3.0,m,0.1,10.0,v,0.1,2,c,3,10,,,,,,,,,,,,,,,,,,,,,,mul id m mul id v pow add const C mul const C mul pow id c const C pow id v const C const C
rel_doppler_transverse,1086,f,mul id f0 pow add const C mul const C mul pow id c const C pow id v const C const C,3.0,f0,1000000000.0,1000000000000.0,v,0.1,290000000.0,c,300000000.0,301000000.0,,,,,,,,,,,,,,,,,,,,,,mul id f0 pow add const C mul const C mul pow id c const C pow id v const C const C
rel_lorentz_factor,1087,gamma,pow add const C mul const C mul pow id c const C pow id v const C const C,2.0,v,0.1,290000000.0,c,300000000.0,301000000.0,,,,,,,,,,,,,,,,,,,,,,,,,pow add const C mul const C mul pow id c const C pow id v const C const C
fluid_bernoulli,1088,P,add id P1 add mul const C mul id rho pow id v1 const C mul const C mul id rho pow id v const C,4.0,P1,100000.0,500000.0,rho,0.1,2000,v1,0.1,50,v,0.1,50,,,,,,,,,,,,,,,,,,,add id P1 add mul const C mul id rho pow id v1 const C mul const C mul id rho pow id v const C
fluid_poiseuille,1089,q,mul const C mul pi mul id dP mul pow id eta const C mul pow id l const C pow id r const C,4.0,r,0.0001,0.01,dP,1,1000,eta,0.001,1,l,0.1,10,,,,,,,,,,,,,,,,,,,mul const C mul pi mul id dP mul pow id eta const C mul pow id l const C pow id r const C
fluid_continuity,1090,v,mul id A1 mul id v1 pow id A2 const C,3.0,A1,0.01,1.0,v1,0.1,50,A2,0.01,1,,,,,,,,,,,,,,,,,,,,,,mul id A1 mul id v1 pow id A2 const C
fluid_stokes,1091,F,mul const C mul pi mul id eta mul id r id v,3.0,eta,0.001,1.0,r,0.0001,0.1,v,0.01,10,,,,,,,,,,,,,,,,,,,,,,mul const C mul pi mul id eta mul id r id v
fluid_buoyancy,1092,F,mul id V_sub mul id g id rho,3.0,rho,100.0,2000.0,V_sub,0.0001,1,g,9.0,9.9,,,,,,,,,,,,,,,,,,,,,,mul id V_sub mul id g id rho
fluid_reynolds,1093,R,mul id l mul id rho mul id v pow id eta const C,4.0,rho,0.1,2000.0,v,0.1,50,l,0.01,10,eta,1e-05,1,,,,,,,,,,,,,,,,,,,mul id l mul id rho mul id v pow id eta const C
stat_boltzmann,1094,P,exp mul const C mul id E mul pow id T const C pow id kb const C,3.0,E,0.01,5.0,kb,0.5,2,T,100,1000,,,,,,,,,,,,,,,,,,,,,,exp mul const C mul id E mul pow id T const C pow id kb const C
